code,name,ects,link,professor,description
HUM-275,Evolutionary psychology,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/evolutionary-psychology-HUM-275,Lemaitre Bruno,"La psychologie évolutionniste est une discipline située au carrefour de la biologie, de la psychologie, de l'anthropologie, des sciences sociales et naturelles qui examine les traits psychologiques et les comportements humains dans une perspective évolutionniste."
HUM-233,Film history and theory,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/film-history-and-theory-HUM-233,Le Forestier Laurent Yves,"LE CINEMA, UN ART DU MONTAGE ? TECHNIQUE, ESTHETIQUE, THEORIE : Ce cours vise à proposer une histoire du cinéma au prisme du montage, envisagé autant comme pratique technique que comme concept théorique déterminant et déterminés par des films."
HUM-221,History of energy: from windmills to nuclear power,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/history-of-energy-from-windmills-to-nuclear-power-HUM-221,Humair Cédric,"Ce cours-atelier traite de l'évolution des technologies de l'énergie en Suisse aux 19e et 20e siècles. Grâce à l'analyse interactive de documents d'époque (sources), l'étudiant.e prend conscience des relations entre le technique et le social et analyse les enjeux passés et présents qui y sont liés."
HUM-248,History of international relations,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/history-of-international-relations-HUM-248,Daher Joseph André,"A la lumière de l'histoire contemporaine du Moyen Orient, ce cours familiarise les étudiant.e.s aux mouvements de l'Islam politique dans une perspective critique."
HUM-203,Japan and China facing the challenge of modernization,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/japan-and-china-facing-the-challenge-of-modernization-HUM-203,Rapin Ami-Jacques,"Le cours propose une introduction à l'histoire contemporaine du Japon et de la Chine: la réussite du processus de modernisation au Japon, puis le développement du militarisme, conduisent à une confrontation avec la Chine en proie à des troubles intérieurs et au régime des traités inégaux"
HUM-279,Learning and collaboration in projects,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/learning-and-collaboration-in-projects-HUM-279,,"Comment apprendre les compétences cognitives et collaboratives nécessaires aux projets ? Ce cours est une exploration active des bases théoriques et pratiques des modèles, contextes et outils de la pédagogie que aideront les étudiants à maximiser ce qu'ils retirent de leurs expériences de projet."
HUM-204,"Media, communication and culture",2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/media-communication-and-culture-HUM-204,"Haver Gianni, Vallotton François",Ce cours souhaite proposer une introduction à l'histoire des phénomènes médiatiques et de leurs implications dans la société occidentale du XIXe au XXIe siècle. Il fournit les compétences nécessaires pour comprendre des phénomènes actuels en remontant à leurs origines.
HUM-216,Philosophy of biology,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/philosophy-of-biology-HUM-216,Sachse Christian,"Identifier et comprendre les débats et problèmes centraux en philosophie de la biologie, notamment autour de l'évolution biologique et de l'émergence du vivant. Evaluer et comparer les arguments cruciaux dans ces débats. Synthétiser la discussion et donc formuler et défendre sa propre position."
HUM-318,"Sciences, raison et foi",2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/sciences-raison-et-foi-HUM-318,Bert Jean-François,"Cet enseignement a pour but de revenir sur les conflits entre sciences et religions. Des conflits inévitables quand la science décide d'aborder des thèmes qui recouvrent ceux discutés dans les textes sacrés, en particulier la question de l'origine du monde ou du vivant."
HUM-114,Social studies in digital technology,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/social-studies-in-digital-technology-HUM-114,Vinck Dominique,"Les étudiant·e·s analysent des dynamiques de co-production des sociétés et des technologies numériques, leurs enjeux et les problématisations dont elles sont l'objet, en apprenant à mobiliser des concepts et méthodes de l'analyse sociotechnique issue des Science and Technology Studies (STS)"
HUM-208,State and human rights,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/state-and-human-rights-HUM-208,"Lammers Guillaume, Stoudmann Patrick",Ce cours se propose de présenter les différents droits dont l'individu est titulaire et qu'il peut faire valoir à l'égard de l'Etat.
HUM-284,The ethics of emerging technologies,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/the-ethics-of-emerging-technologies-HUM-284,Isaac Manuel Gustavo,"This course provides students with the tools to understand and address the ethical challenges of emerging technologies, empowering them to make responsible decisions that positively impact society and the environment."
HUM-218,The social psychology of persuasion,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/the-social-psychology-of-persuasion-HUM-218,Butera Fabrizio,"Le cours aborde la persuasion et ses techniques, telles qu'étudiées en psychologie sociale. Les étudiant.e.s prennent connaissance des théories pertinentes et des expériences qui étayent ces théories."
HUM-241,Video games: fiction like any other?,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/video-games-fiction-like-any-other-HUM-241,Atallah Marc,"L'objectif du cours est de développer une méthodologie d'analyse du jeu vidéo, en particulier via une démarche empirique originale : le ""Let's play"". Il s'agira de présenter la manière dont le jeu vidéo peut être utilisé pour éclairer des savoirs et, en retour, d'être éclairé par eux."
HUM-201,Why do we live in a risk society?,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/why-do-we-live-in-a-risk-society-HUM-201,Rayner Hervé,"Vivons-nous dans une ""société du risque"" ? Nous reviendrons sur les différents processus sociaux (de l'essor de la quantification à celui du secteur de l'assurance, des politiques de sécurisation aux mobilisations de victimes) qui participent de l'émergence et de l'omniprésence du risque."
HUM-220,Work and organizations,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/work-and-organizations-HUM-220,Perrenoud Marc,"Comment travailler ensemble dans une start-up, un bureau d'étude ou une équipe restreinte ? Nous aborderons la question de l'organisation et des interactions au travail à travers des études de cas que les étudiant·es vont réaliser."
HUM-237,"Ancient Mediterranean: gods, heroes and monsters",2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/ancient-mediterranean-gods-heroes-and-monsters-HUM-237,"Capponi Matteo, Ebach Ruth","Le cours explore les mythes et les textes fondateurs des cultures antiques (Monde biblique, Grèce, Rome, Egypte). Explorant leurs significations, leurs réceptions, il s'agit de dérouler une histoire de l'imaginaire qui nous aide à mieux comprendre le caractère hétéroclite de notre propre culture."
HUM-266,Anthropology of knowledge,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/anthropology-of-knowledge-HUM-266,Bert Jean-François,Peut-on parler des savoirs du point de vue des opérations et des acteurs qui les construisent plus qu'à travers les contenus auxquels ils aboutissent et auxquels on les identifie ?
HUM-234,Business law,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/business-law-HUM-234,Neuenschwander Anouk,"Ce cours cherche à donner, en matière économique, les outils juridiques aux fins d'analyser une situation de fait et de déterminer les règles légales applicables."
HUM-261,Contemporary Africa,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/contemporary-africa-HUM-261,Yere Henri Michel Nieplet,Ce cours devra permettre aux étudiants de développer une réflexion critique autour des grandes questions qui animent l'Afrique d'aujourd'hui.
HUM-262,Contemporary China,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/contemporary-china-HUM-262,Kernen Antoine,"Il y a près de 50 ans, la Chine s'est ouverte au monde à la faveur des réformes économiques initiées par Deng Xiaoping. Devenue l'« usine du monde » en manufacturant des produits destinés à l'exportation, la Chine est devenue aussi un puissance politique majeure."
HUM-254,Contemporary international history,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/contemporary-international-history-HUM-254,David Thomas,"Ce cours a pour objectif de mettre en évidence l'histoire du capitalisme de la révolution industrielle (fin 18e siècle) jusqu'à nos jours. Il s'intéresse aux grandes mutations économiques, technologiques, sociales et environnementales qui ont accompagné l'essor du capitalisme."
HUM-230,Gender and representation,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/gender-and-representation-HUM-230,Vejdovsky Boris,"Ce cours contextualise le genre dans nos pratiques quotidiennes, en fournit une critique pour exposer les lignes de forces qui le traversent et les hiérarchies qu'il crée. Les étudiant-e-s développeront un jugement critique pour leur permettre de défendre leurs positions théoriques et politiques."
HUM-224,Graphic Design - Illustrative approach,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/graphic-design-illustrative-approach-HUM-224,Roueche Denis Edouard,"Le cours vise à faire découvrir les bases du design graphique, ses enjeux, ses différents domaines d'application, ses techniques et ses conventions. Il s'agit d'un enseignement pratique qui repose sur le développement d'un projet de semestre."
HUM-257,"Health, populations and society",2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/health-populations-and-society-HUM-257,Bochud Murielle,Ce cours prend le tabac comme fil conducteur pour explorer les diverses dimensions d'un problème majeur de santé publique et ses multiples implications. L'enseignant étendra la discussion liée aux produits du tabac à d'autres problématiques semblables. Des questions de santé globale seront abordées.
HUM-269,History and theory of photography,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/history-and-theory-of-photography-HUM-269,Lugon Olivier,"Le cours propose une introduction à l'histoire de la photographie à travers la présentation de dix notions clés, analysées dans leur développement historique du 19e au 21e siècle."
HUM-225,Industrial Design - Initiation project,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/industrial-design-initiation-project-HUM-225,Král Tomás,Le cours propose d'expérimenter les spécificités du design industriel en confrontant les étudiant.e.s à la création d'un objet. Il s'agit d'un enseignement pratique qui repose sur le développement d'un projet de semestre.
HUM-283,Infrastructures et sciences sociales,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/infrastructures-et-sciences-sociales-HUM-283,Capellini Carvalho de Oliveira Nathalia,"Ce cours présente des clés d'analyse des sciences humaines pour réfléchir aux infrastructures, de leur planification à leur gouvernance. Il abordera les enjeux d'écologie, d'accessibilité, de contestation, des risques, ou de citoyenneté à partir de différentes études de cas internationaux."
HUM-282,Introduction to linguistics,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/introduction-to-linguistics-HUM-282,Merminod Gilles,"Ce cours est une introduction à la linguistique, discipline qui étudie les unités et les règles des langues humaines et rend compte de leur fonctionnement et de leurs fonctions."
HUM-280,Learning and leadership in projects,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/learning-and-leadership-in-projects-HUM-280,,"Comment apprendre la gestion et le leadership en projet ? Ce cours est une exploration active de la pédagogie par projet, visant des bases théoriques et pratiques des modèles, contextes et outils de la pédagogie appliquée à la gestion et au leadership de projets universitaires et professionnels."
HUM-263,Media history,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/media-history-HUM-263,"Haver Gianni, Vallotton François",Ce cours souhaite proposer la constitution d'un savoir sur l'histoire du phénomène médiatique et de ses implications dans la société occidentale du XIXe au XXIe siècle. Il fournit les compétences nécessaires pour comprendre des phénomènes actuels en remontant à leurs origines.
HUM-228,Musical studies B,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/musical-studies-b-HUM-228,"Dahmouni Martin Néjia, Profs divers *",Ce cursus particulier - dont l'admission est sujette à l'acceptation d'un dossier de candidature (Les candidats libres ne sont pas acceptés) - offre à l'étudiant engagé dans des études en musique de haut niveau en parallèle à ses études EPFL la possibilité de les faire reconnaître partiellement.
HUM-274,Musical theory and creativity,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/musical-theory-and-creativity-HUM-274,Rohrmeier Martin Alois,"This course provides an introduction into music theory and analysis, composition, and creativity, and combines theoretical teaching with hands-on practical exercises and music making."
HUM-242,Musicology and history of music,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/musicology-and-history-of-music-HUM-242,Frei Constance,"Retracer l'histoire de la pratique de l'improvisation dans la musique savante de la Renaissance à nos jours. Analyser les différents contextes, styles, genres musicaux dans lesquels l'improvisation prend une place importante. Connaître quelques œuvres majeures du répertoire classique."
HUM-238,Philosophy of science,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/philosophy-of-science-HUM-238,Sachse Christian,"Ce cours propose d'identifier et comprendre les débats et problèmes centraux en philosophie des sciences, p.ex. le débat concernant les différents modèles de l'explication scientifique. Evaluer et comparer les arguments cruciaux dans ces débats. Présenter une position/un débat et gérer sa discussion"
HUM-239,Psychology of emotion,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/psychology-of-emotion-HUM-239,Dan Glauser Elise Sylvie,"On s'intéresse ici à nos réactions émotionnelles : comment elles émergent ? Quelles sont les théories du domaine ? Comment elles influencent notre quotidien ? Nous nous pencherons aussi sur les phénomènes émotionnels dans les domaines de l'EPFL (sciences du vivant, robotique, architecture,...)."
HUM-281,Risk Savvy,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/risk-savvy-HUM-281,Hoffrage Heinz-Ulrich Volker,"This course is devoted to the psychology of risk (How do people make decisions in real-life situations characterized by risk and/or uncertainty?) and to risk competencies (How to make better decisions in such situations?) It covers fields such as management, leadership, medicine, and finance."
HUM-229,Science and technology studies for Wikipedia,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/science-and-technology-studies-for-wikipedia-HUM-229,Vinck Dominique,"Ce cours propose une exploration des dimensions sociales, historiques et culturelles des sciences et ingénieries, avec initiation à la recherche et une contribution encadrée aux articles Wikipedia du point de vue des STS (science and technology studies) ou Engineering studies."
HUM-240,The Psychology of social influence,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/the-psychology-of-social-influence-HUM-240,Butera Fabrizio,"Le cours aborde l'influence sociale qui s'exerce dans et entre les groupes. Les groupes jouent un rôle fondamental nos vies de tous les jours; ce cours fournit une compréhension du fonctionnement des groupes, des relations entre groupes et de l'impact des groupes sur le comportement de l'individu."
HUM-251,Thinking our democracies through dystopia,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/thinking-our-democracies-through-dystopia-HUM-251,Atallah Marc,"L'objectif de ce cours est d'étudier les différentes manifestations des mondes totalitaires dans la fiction. Plus précisément, nous regarderons comment les écrivains racontent l'aliénation de l'homme par l'homme - ainsi que les fonctions de tels récits. Une réflexion politique complétera le cours."
HUM-304,Video games and society,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/video-games-and-society-HUM-304,Coavoux Samuel,Ce cours constitue une introduction à l'approche sociologique de la culture à travers l'analyse du secteur des jeux vidéo. Il mobilise les principales approches de l'analyse de la production et des publics pour comprendre ses usages et ses logiques économiques.
HUM-226,Wellbeing and Planetary Boundaries,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/wellbeing-and-planetary-boundaries-HUM-226,"Nick Sascha, Thalmann Philippe","L'objectif de ce cours est de donner une compréhension globale des enjeux de la durabilité et de ses implications. Que signifie ""durabilité"" ? Comment est-elle mesurée ? Comment l'atteindre ?"
HUM-250,What are scandals made of ?,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/what-are-scandals-made-of-HUM-250,Rayner Hervé,"L'objectif du cours est de comprendre ces phénomènes à la fois récurrents et déstabilisateurs que constituent les scandales (et autres affaires), ce qui revient à s'intéresser aux mobilisations dont ils sont faits."
HUM-314,"Ancient Mediterranean: Love, war and death",2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/ancient-mediterranean-love-war-and-death-HUM-314,"Lenzo Giuseppina, Pellet Matthieu","Le cours explore les mythes et les textes fondateurs des cultures antiques (Monde biblique, Grèce, Rome, Egypte). Explorant leurs significations, leurs réceptions, il s'agit de dérouler une histoire de l'imaginaire qui nous aide à mieux comprendre le caractère hétéroclite de notre propre culture."
HUM-382,Anthropology of belief,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/anthropology-of-belief-HUM-382,Bert Jean-François,Ce cours constitue une introduction à la question des théories complotistes en particulier dans le champ de la science
HUM-379,Anthropology of the urban,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/anthropology-of-the-urban-HUM-379,Graezer Bideau Florence,"Cet enseignement aborde les approches conceptuelles de l'anthropologie urbaine, ainsi que les méthodes et les expériences de terrain. En 2024-2025, il participe au projet 'A Future for Whose Past?' consacré aux patrimoines matériels et immatériels des communautés minorisées, initié par l'ETHZ."
HUM-222,Artistic practices - imagining and drawing,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/artistic-practices-imagining-and-drawing-HUM-222,"Rittener Didier Stéphane, Tschumi Caroline Florence","Ce cours propose aux étudiant-e-x-s un panorama du dessin contemporain par l'exploration et l'expérience, et plus précisément de penser le dessin par l'économie des moyens. La pratique régulière est accompagnée par des présentations et des références issues principalement du champ artistique."
HUM-342,A sustainable economy for tomorrow,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/a-sustainable-economy-for-tomorrow-HUM-342,Danthine Jean-Pierre Marie Ghislain,"Nous devons passer à un modèle économique plus résilient, inclusif, et respectant les limites planétaires. L'objectif de ce cours est de poser les questions que cette aspiration soulève, d'apporter les réponses que la science économique propose, tout en soulignant les questions qui restent ouvertes."
HUM-351,Becoming an ethical engineer,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/becoming-an-ethical-engineer-HUM-351,Tormey Roland John,"Students will develop an understanding of the psychological and social processes of learning the following competences: (i) ethical sensitivity, (ii) ethical reasoning, (iii) ethical motivation, and (iv) ethical agency. Students will, at the same time, develop these capabilities."
HUM-249,Competing with China,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/competing-with-china-HUM-249,Laperrouza Marc,Le cours sensibilise les étudiant·e·s aux implications de l'émergence de la Chine comme puissance économique et technologique en portant une réflexion critique sur les défis posés par cette transition.
HUM-317,Cooperation and environmental psychology,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/cooperation-and-environmental-psychology-HUM-317,Butera Fabrizio,"Cet enseignement abordera la formation, la modification et le maintien des comportements comportements individuels et collectifs pro-environnementaux, tels qu'étudiés par la psychologie sociale de l'environnement. Nous étudierons en particulier le rôle de la coopération."
HUM-378,Creativity and participatory design,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/creativity-and-participatory-design-HUM-378,Conti Marius,"Le cours réunit des étudiants de l'EPFL et de l'UNIL et tire parti de l'interdisciplinarité, de la créativité et du design participatif pour imaginer de nouveaux modes de vie, de travail et de cohabitation à travers la création d'un prototype d'objet, de service ou d'expérience."
HUM-219,Does science fiction tell the future?,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/does-science-fiction-tell-the-future-HUM-219,Atallah Marc,"L'objectif du cours est de d'apprendre à analyser un genre littéraire, graphique et cinématographique, la science-fiction, en se penchant sur les multiples variations qu'il a pris au cours du temps. Nous aborderons l'histoire du genre, son fonctionnement et ses fonctions anthropologiques."
HUM-305,Graphic Design - Experimental approach,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/graphic-design-experimental-approach-HUM-305,Roueche Denis Edouard,"Le cours vise à faire découvrir les bases du design graphique, ses enjeux, ses différents domaines d'application, ses techniques et ses conventions. Il s'agit d'un enseignement pratique qui repose sur le développement d'un projet de semestre."
HUM-306,"Industrial design - form, function and materials",2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/industrial-design-form-function-and-materials-HUM-306,Král Tomás,Le cours propose d'expérimenter les spécificités du design industriel en confrontant les étudiant-e-s à la création d'un objet. Il s'agit d'un enseignement pratique qui repose sur le développement d'un projet de semestre.
HUM-352,Introduction to intellectual property law,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/introduction-to-intellectual-property-law-HUM-352,Joye Charles,"Ce cours présente les différents droits de propriété intellectuelle utiles aux futurs ingénieurs et scientifiques dans leur vie professionnelle. L'étudiant-e y acquiert les connaissances fondamentales en matière de brevets, de marques et de droits d'auteur."
HUM-358,Memory sciences,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/memory-sciences-HUM-358,Preissmann Delphine,Décrire les processus cognitifs et cérébraux à l'œuvre dans les processus de mémoire et la formation de l'individualité. Identifier les différences et les similitudes entre approches neurobiologiques et cliniques. Connaître les concepts de base de la psychanalyse et leurs implications scientifiques
HUM-217,Musicology and aesthetics,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/musicology-and-aesthetics-HUM-217,Frei Constance,Retracer l'histoire des genres et des styles musicaux pratiqués au XXe siècle dans le domaine de la musique savante. Comprendre et analyser les différents langages et courants d'idées. Connaître les œuvres majeures du répertoire classique du XXe siècle ainsi que les principaux textes théoriques.
HUM-315,Physics and philosophy in the 20th century,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/physics-and-philosophy-in-the-20th-century-HUM-315,Esfeld Michael-Andreas,"Philosophie de la nature : Physique et philosophie au XXe siècle. Le cours traite les questions philosophiques que la physique soulève, en particulier les grandes théories physiques du XXe siècle, à savoir les théories de la relativité d'Einstein et la physique quantique."
HUM-320,Professions and careers,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/professions-and-careers-HUM-320,Perrenoud Marc,Ce cours-séminaire donne aux participant.e.s la possibilité de comprendre comment la profession a évolué et de réfléchir à leur futur métier d'ingénieur-manager.
HUM-300,Psychology of lies: beliefs and reality,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/psychology-of-lies-beliefs-and-reality-HUM-300,Mohr Christine,"Diverses études ont montré que les gens pensent qu'ils peuvent détecter les mensonges. En réalité, leur performance se situe au niveau du hasard. Dans ce cours, nous évaluerons de manière critique cette littérature et ses implications."
HUM-353,Science and technology in comics,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/science-and-technology-in-comics-HUM-353,Vinck Dominique,"Les étudiant·e·s analysent la façon dont sciences, technologies et sociétés sont coproduites, en se penchant sur leur représentation dans des bandes dessinées."
HUM-373,"Sport, doping and sciences",2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/sport-doping-and-sciences-HUM-373,Ohl Fabien,"Le cours propose d'aborder le dopage dans le sport comme question sociale. Le cours permet de découvrir les singularités des différentes sciences sociales par le croisement et l'articulation de de l'histoire, de la sociologie, l'économie ou la psychologie afin de saisir la complexité du dopage."
HUM-341,The Middle East: History and contemporary issues,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/the-middle-east-history-and-contemporary-issues-HUM-341,Ringgenberg Patrick Alain,"Ce cours offre des clés historiques, politiques et culturelles pour comprendre cette vaste zone qui, selon l'une de ses acceptions géographiques, inclut la Turquie, la Syrie, le Liban, la Palestine, la Jordanie, Israël, l'Égypte, la Péninsule arabique, l'Irak et l'Iran."
HUM-330,Transport and energy: historical approaches,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/transport-and-energy-historical-approaches-HUM-330,Humair Cédric,"Ce cours-atelier traite de l'évolution des technologies du transport en Suisse aux 19e et 20e siècles. Grâce à l'analyse interactive de documents d'époque (sources), l'étudiant-e prend conscience des relations entre le technique et le social et analyse les enjeux passés et présents qui y sont liés."
HUM-311,"Visual culture, image history",2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/visual-culture-image-history-HUM-311,Lugon Olivier,"Le cours propose une introduction à la diversité des espaces conçus pour accueillir des images depuis le 18e siècle (musée, jardin, pavillon d'exposition, white cube, salle de cinéma, etc.) et une réflexion collective sur la nature de « l'immersion » engagée par chacun d'entre eux."
HUM-339,Ancient Mediterranean: bringing myths up to date,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/ancient-mediterranean-bringing-myths-up-to-date-HUM-339,"Capponi Matteo, Pellet Matthieu","Le cours explore, sous la forme de projets de groupes, les textes fondateurs des cultures antiques (Proche-Orient ancien, Grèce, Rome, Egypte). En fin de semestre, les groupes présentent leur oeuvre de manière ludique et pédagogique."
HUM-322,Artistic Practices - Interactivity,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/artistic-practices-interactivity-HUM-322,"Mathieu Alexia Alisson Chloé, Munoz Raphaël Alain",Ce cours se focalise sur la conception et la production d'une scène interactive dans le Game Engine Unity.
HUM-324,"China, Korea and Japan after World War II",2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/china-korea-and-japan-after-world-war-ii-HUM-324,Rapin Ami-Jacques,"Le cours examine l'évolution des pays d'Asie orientale durant la période de la Guerre froide: la victoire du parti communiste en Chine, la reconstruction et la seconde modernisation du Japon ainsi que les guerres de Corée et, si le temps le permet, du Vietnam."
HUM-365,"Darwin, religion and science",2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/darwin-religion-and-science-HUM-365,Bert Jean-François,"Ce cours revient sur l'histoire des opposants à Darwin et au darwinisme : créationnistes, néo-créationnistes, partisans du dessein intelligent. Quels sont leurs arguments ? Quelles sont leurs stratégies ? Que font-ils de certaines découvertes récentes ?"
HUM-335,"Design, futures and society",2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/design-futures-and-society-HUM-335,Conti Marius,"Ce cours réunit des étudiants de l'EPFL et de l'UNIL autour d'une démarche articulée de prospective et de design. En équipes interdisciplinaires, les étudiants explorent les futurs possibles de nos sociétés et questionnent leurs relations au présent à travers la conception d'un artefact"
HUM-326,Design graphique - approche communicative,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/design-graphique-approche-communicative-HUM-326,Roueche Denis Edouard,"Le cours vise à faire découvrir les bases du design graphique, ses enjeux, ses différents domaines d'application, ses techniques et ses conventions. Il s'agit d'un enseignement pratique qui repose sur le développement d'un projet de semestre."
HUM-327,Design industriel - projet expérimental,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/design-industriel-projet-experimental-HUM-327,Král Tomás,Le cours propose d'expérimenter les spécificités du design industriel en confrontant les étudiant.e.s à la création d'un objet. Il s'agit d'un enseignement pratique qui repose sur le développement d'un projet de semestre.
HUM-310,Digital Health and International Human Rights Law,2,https://edu.epfl.ch/studyplan/en/bachelor/humanities-and-social-sciences-program/coursebook/digital-health-and-international-human-rights-law-HUM-310,Lebret Audrey Régine Michèle,"The proposed course provides an introduction to international human rights law (IHRL), its interpretation and mechanisms, and analyses its interactions with the use of digital solutions and AI in healthcare"
