course_code,course_link,course_name,overall,prof_rating,difficulty,workload,professors,tip
MGT-422,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/corporate-strategies-for-global-sustainability-MGT-422,Corporate strategies for global sustainability,4 (3),3.3,2,2.3 (4),['Williams'],"No need to read every in detail, the most important concepts are repeated in the lecture or can be learned with the lecture notes."
MGT-422,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/corporate-strategies-for-global-sustainability-MGT-422,Corporate strategies for global sustainability,4 (3),3.3,2,2.3 (4),['Williams'],"Go to the exam preparation session, it will cover a lot of the things she asks during the exam"
MGT-422,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/corporate-strategies-for-global-sustainability-MGT-422,Corporate strategies for global sustainability,4 (3),3.3,2,2.3 (4),['Williams'],"Go to the exam preparation session, it will cover a lot of the things she asks during the exam"
MGT-426,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/logistics-and-demand-analysis-MGT-426,Logistics and demand analysis,3.3 (5),4,1,1 (4),['Wieser'],The course is very easy as said before. You should read the slides and watch the videos if you really feel like it. The presentation is very easy and the exam is done by 6 people simultaneously and open book
MGT-426,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/logistics-and-demand-analysis-MGT-426,Logistics and demand analysis,3.3 (5),4,1,1 (4),['Wieser'],choose your teammate. Have a look to the videos. The good sense is sufficient
MGT-426,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/logistics-and-demand-analysis-MGT-426,Logistics and demand analysis,3.3 (5),4,1,1 (4),['Wieser'],choose your teammate. Have a look to the videos. The good sense is sufficient
MGT-427,https://edu.epfl.ch/studyplan/en/master/civil-engineering/coursebook/project-management-and-risk-analysis-MGT-427,Project management and risk analysis,3 (6),3.2,1,1 (4),['Wieser'],"No need to attend any lecture, free easy credits
*sourced from the web"
MGT-427,https://edu.epfl.ch/studyplan/en/master/civil-engineering/coursebook/project-management-and-risk-analysis-MGT-427,Project management and risk analysis,3 (6),3.2,1,1 (4),['Wieser'],"4 free credits
*sourced from the web"
MGT-427,https://edu.epfl.ch/studyplan/en/master/civil-engineering/coursebook/project-management-and-risk-analysis-MGT-427,Project management and risk analysis,3 (6),3.2,1,1 (4),['Wieser'],no need
MGT-427,https://edu.epfl.ch/studyplan/en/master/civil-engineering/coursebook/project-management-and-risk-analysis-MGT-427,Project management and risk analysis,3 (6),3.2,1,1 (4),['Wieser'],"You really have to try hard to fail, not joking"
MGT-427,https://edu.epfl.ch/studyplan/en/master/civil-engineering/coursebook/project-management-and-risk-analysis-MGT-427,Project management and risk analysis,3 (6),3.2,1,1 (4),['Wieser'],"find a good group for the project, it's 50% of the grade"
MGT-427,https://edu.epfl.ch/studyplan/en/master/civil-engineering/coursebook/project-management-and-risk-analysis-MGT-427,Project management and risk analysis,3 (6),3.2,1,1 (4),['Wieser'],Don't. Don't go to class. Don't take this class. Don't study for the exam. Don't spend more than five minutes on the project.
MGT-427,https://edu.epfl.ch/studyplan/en/master/civil-engineering/coursebook/project-management-and-risk-analysis-MGT-427,Project management and risk analysis,3 (6),3.2,1,1 (4),['Wieser'],Don't. Don't go to class. Don't take this class. Don't study for the exam. Don't spend more than five minutes on the project.
MGT-432,https://edu.epfl.ch/studyplan/en/master/financial-engineering/coursebook/data-science-for-business-MGT-432,Data science for business,5 (3),4.5,3,4 (6),[],"You should attend the course. If you are not really good at coding it's not a big issue, most assignments are in groups and she makes sure there are Computer Science and non-Computer Science students in each group."
MGT-432,https://edu.epfl.ch/studyplan/en/master/financial-engineering/coursebook/data-science-for-business-MGT-432,Data science for business,5 (3),4.5,3,4 (6),[],"You should attend the course. If you are not really good at coding it's not a big issue, most assignments are in groups and she makes sure there are Computer Science and non-Computer Science students in each group."
MGT-454,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/principles-of-microeconomics-MGT-454,Principles of microeconomics,3.5 (4),3,3.5,2 (4),['Mack'],"Didn't attend any lectures. Reading the slides was enough
*sourced from the web"
MGT-454,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/principles-of-microeconomics-MGT-454,Principles of microeconomics,3.5 (4),3,3.5,2 (4),['Mack'],"Slides are self-explanatory, he just reads them in class
*sourced from the web"
MGT-454,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/principles-of-microeconomics-MGT-454,Principles of microeconomics,3.5 (4),3,3.5,2 (4),['Mack'],"The Midterm is only MCQ, so the Problem Sets are not very important for that. The Final Exam was very similar to previous, so it might be very helpful to repeat it shortly before the exam."
MGT-454,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/principles-of-microeconomics-MGT-454,Principles of microeconomics,3.5 (4),3,3.5,2 (4),['Mack'],"The Midterm is only MCQ, so the Problem Sets are not very important for that. The Final Exam was very similar to previous, so it might be very helpful to repeat it shortly before the exam."
MGT-455,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/practical-business-law-MGT-455,Practical business law,4 (4),3.5,1.8,1.5 (4),['Dorthe'],"The slides are not descriptive enough, you need to attend the class or to watch the recordings to get a real sense of the content"
MGT-455,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/practical-business-law-MGT-455,Practical business law,4 (4),3.5,1.8,1.5 (4),['Dorthe'],"the lectures are very low density - information, yet the slides are badly written. I'd recommend team up with a friend to go to the lectures alternatively and explain concepts to each other for maximum efficiency. Otherwise don't go the lectures -- you can certainly pass this class without going at all. During lectures maybe 15 people are there, at the final exam there were at least 80."
MGT-455,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/practical-business-law-MGT-455,Practical business law,4 (4),3.5,1.8,1.5 (4),['Dorthe'],"easy class, the material size is fine honestly and the exam is fair."
MGT-455,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/practical-business-law-MGT-455,Practical business law,4 (4),3.5,1.8,1.5 (4),['Dorthe'],"easy class, the material size is fine honestly and the exam is fair."
MGT-462,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/new-space-economy-MGT-462,New space economy,3.3 (3),3.3,1.3,1 (3),['Roettgen'],Learn the mood questions by heart they are the same at the exam.
MGT-462,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/new-space-economy-MGT-462,New space economy,3.3 (3),3.3,1.3,1 (3),['Roettgen'],Do the questions on the EdX course as they will come back on the exams.
MGT-462,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/new-space-economy-MGT-462,New space economy,3.3 (3),3.3,1.3,1 (3),['Roettgen'],"Do the online moodle with the quizz, most of the exams (mid semester and final) is from the quizz. The project is also quite easy."
MGT-462,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/new-space-economy-MGT-462,New space economy,3.3 (3),3.3,1.3,1 (3),['Roettgen'],"Do the online moodle with the quizz, most of the exams (mid semester and final) is from the quizz. The project is also quite easy."
MGT-464,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/globalisation-robotics-and-the-future-of-work-MGT-464,"Globalisation, robotics and the future of work",4 (2),4,2.5,2 (4),['Baldwin'],Use Quizlet for the midterm and exam questions!
MGT-464,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/globalisation-robotics-and-the-future-of-work-MGT-464,"Globalisation, robotics and the future of work",4 (2),4,2.5,2 (4),['Baldwin'],"The teacher wrote a book which is interesting (Globalization, robotics and the future of work), it cover the second half of the course"
MGT-464,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/globalisation-robotics-and-the-future-of-work-MGT-464,"Globalisation, robotics and the future of work",4 (2),4,2.5,2 (4),['Baldwin'],"The teacher wrote a book which is interesting (Globalization, robotics and the future of work), it cover the second half of the course"
MGT-466,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/negotiation-techniques-MGT-466,Negotiation techniques,3 (3),3.7,1,4 (2),['Canning Wacker'],"It's a shame to say but just don't take this class unless you have to, it's not worth 2 credits. The negotiation cases are often interesting but the everything is wasted because the teacher forces students to produce thousands of lines of useless feedback. The negotiation theory part is boring and useless."
MGT-466,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/negotiation-techniques-MGT-466,Negotiation techniques,3 (3),3.7,1,4 (2),['Canning Wacker'],"Be regular, finish the feedback form on the same day to not forget it later"
MGT-466,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/negotiation-techniques-MGT-466,Negotiation techniques,3 (3),3.7,1,4 (2),['Canning Wacker'],"Be regular, finish the feedback form on the same day to not forget it later"
MGT-466,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/negotiation-techniques-MGT-466,Negotiation techniques,3 (3),3.7,1,4 (2),['Canning Wacker'],"Be regular, finish the feedback form on the same day to not forget it later"
MGT-468,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/leading-and-managing-in-a-global-context-MGT-468,Leading and managing in a global context,5 (2),5,1,1 (4),['Winzenried'],"Mandatory presence because leadership and management are about interacting with other humans. I attend very few courses, but attending this one was worth it"
MGT-468,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/leading-and-managing-in-a-global-context-MGT-468,Leading and managing in a global context,5 (2),5,1,1 (4),['Winzenried'],"Mandatory presence because leadership and management are about interacting with other humans. I attend very few courses, but attending this one was worth it"
MGT-469,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/intercultural-presentation-skills-MGT-469,Intercultural presentation skills,4.5 (3),4,2.5,2.5 (2),['Everett'],"Lectures are mandatory (as you may imagine since it's an ""oral class""), take into account the feedback of the teacher and everything is going to be fine"
MGT-469,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/intercultural-presentation-skills-MGT-469,Intercultural presentation skills,4.5 (3),4,2.5,2.5 (2),['Everett'],"Lectures are mandatory (as you may imagine since it's an ""oral class""), take into account the feedback of the teacher and everything is going to be fine"
MGT-482,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/principles-of-finance-MGT-482,Principles of finance,3.9 (8),3.9,3.9,4.6 (5),['Morellec'],"Find a good group as the homework can be time consuming and easy to get wrong. The TAs are super mean as they intentionally try not to help you (like they literally won't answer certain questions). The final exam is very tight time-wise, and I wasn't able to finish all the questions. The prof is a good lecturer, cracks a few industry jokes, worth listening to. He also wears two watches! (an apple and a fancy watch), the manifestation of a true swiss!"
MGT-482,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/principles-of-finance-MGT-482,Principles of finance,3.9 (8),3.9,3.9,4.6 (5),['Morellec'],Founding a good group to do the assignments is crucial since a lot of work is done in that way
MGT-482,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/principles-of-finance-MGT-482,Principles of finance,3.9 (8),3.9,3.9,4.6 (5),['Morellec'],the assignments are the same every year...
MGT-482,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/principles-of-finance-MGT-482,Principles of finance,3.9 (8),3.9,3.9,4.6 (5),['Morellec'],do not take this course it is not interesting thanks you
MGT-482,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/principles-of-finance-MGT-482,Principles of finance,3.9 (8),3.9,3.9,4.6 (5),['Morellec'],"Be sure to fully understand the assignments, I would also recommand not to write them on Overleaf to save some time if you're not familiar with it."
MGT-482,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/principles-of-finance-MGT-482,Principles of finance,3.9 (8),3.9,3.9,4.6 (5),['Morellec'],Do assignments and follow the exercise sessions. Slides are pretty good.
MGT-482,https://edu.epfl.ch/studyplan/en/master/energy-science-and-technology/coursebook/principles-of-finance-MGT-482,Principles of finance,3.9 (8),3.9,3.9,4.6 (5),['Morellec'],Do assignments and follow the exercise sessions. Slides are pretty good.
MGT-483,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/optimal-decision-making-MGT-483,Optimal decision making,4.3 (4),4.7,3,3 (4),['Kuhn'],"Def do all the exercises and make sure you understand them thoroughly. I also did the mock exams and the final exam is about the same difficulty/length. For the project -- it's really fun! I enjoyed the project a lot, and if you are stuck def talk to the TAs, they are super helpful. You will learn a lot."
MGT-483,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/optimal-decision-making-MGT-483,Optimal decision making,4.3 (4),4.7,3,3 (4),['Kuhn'],Take the course before Convex Optimization if you can. The exercises are simple and the project is well rated.
MGT-483,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/optimal-decision-making-MGT-483,Optimal decision making,4.3 (4),4.7,3,3 (4),['Kuhn'],Take the course before Convex Optimization if you can. The exercises are simple and the project is well rated.
MGT-484,https://edu.epfl.ch/studyplan/en/master/life-sciences-engineering/coursebook/applied-probability-stochastic-processes-MGT-484,Applied probability & stochastic processes,4.6 (6),4.2,4,3.4 (4),['Sutter'],"Complicated exercises, preparation for exam is not easy
*sourced from the web"
MGT-484,https://edu.epfl.ch/studyplan/en/master/life-sciences-engineering/coursebook/applied-probability-stochastic-processes-MGT-484,Applied probability & stochastic processes,4.6 (6),4.2,4,3.4 (4),['Sutter'],Super difficult exam… the time given is probably not enough
MGT-484,https://edu.epfl.ch/studyplan/en/master/life-sciences-engineering/coursebook/applied-probability-stochastic-processes-MGT-484,Applied probability & stochastic processes,4.6 (6),4.2,4,3.4 (4),['Sutter'],"Be ready for super hard exams but everybody would be in the same situation. Normally, the grading is nice."
MGT-484,https://edu.epfl.ch/studyplan/en/master/life-sciences-engineering/coursebook/applied-probability-stochastic-processes-MGT-484,Applied probability & stochastic processes,4.6 (6),4.2,4,3.4 (4),['Sutter'],"The exercise sessions are helpful, as the TAs would walk you through the problems in detail. However, if you already have a strong analysis background (which I obviously don't have), then the exercise sessions are not necessary. There is a curve in my year. Try to do well in midterm, as that really alleviates your pressure of failing for the final."
MGT-484,https://edu.epfl.ch/studyplan/en/master/life-sciences-engineering/coursebook/applied-probability-stochastic-processes-MGT-484,Applied probability & stochastic processes,4.6 (6),4.2,4,3.4 (4),['Sutter'],"Do the exercise, find people in the class that understand the concepts if you struggle, the slides/videos material is not that bad but if you do not understand something it wont help you further, you need to find extra material."
MGT-484,https://edu.epfl.ch/studyplan/en/master/life-sciences-engineering/coursebook/applied-probability-stochastic-processes-MGT-484,Applied probability & stochastic processes,4.6 (6),4.2,4,3.4 (4),['Sutter'],"Do the exercise, find people in the class that understand the concepts if you struggle, the slides/videos material is not that bad but if you do not understand something it wont help you further, you need to find extra material."
MGT-493,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/information-security-digital-trust-MGT-493,Information security & digital trust,3 (1),3,3,1 (4),[],"no exercise, no detail on the exam results. The course is average. Just prepare for the exams."
MGT-493,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/information-security-digital-trust-MGT-493,Information security & digital trust,3 (1),3,3,1 (4),[],"no exercise, no detail on the exam results. The course is average. Just prepare for the exams."
MGT-494,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/economics-for-challenging-times-MGT-494,Economics for challenging times,4 (1),4,2,3 (6),"['Gallea', 'Laurent-Lucchetti', 'Thoenig']","Try to start before christmas with your paper replication, this helps to reduce the workload in the exam phase."
MGT-494,https://edu.epfl.ch/studyplan/en/master/sustainable-management-and-technology/coursebook/economics-for-challenging-times-MGT-494,Economics for challenging times,4 (1),4,2,3 (6),"['Gallea', 'Laurent-Lucchetti', 'Thoenig']","Try to start before christmas with your paper replication, this helps to reduce the workload in the exam phase."
MGT-510,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/management-control-MGT-510,Management control,3 (1),3,1,1 (2),['Cauvin'],
MGT-526,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/supply-chain-management-MGT-526,Supply chain management,5 (3),4,2,2 (4),['Seifert'],
MGT-528,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/operations-economics-strategy-MGT-528,Operations: economics & strategy,1.7 (5),2,4.7,5 (4),['Weber'],Start early with the project and try to encoporate. Also try to speak to previous teams. That helps to set the focus and do well.
MGT-528,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/operations-economics-strategy-MGT-528,Operations: economics & strategy,1.7 (5),2,4.7,5 (4),['Weber'],take an expert that re-teach you the course. choose a good group
MGT-528,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/operations-economics-strategy-MGT-528,Operations: economics & strategy,1.7 (5),2,4.7,5 (4),['Weber'],take an expert that re-teach you the course. choose a good group
MGT-555,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/innovation-entrepreneurship-in-engineering-MGT-555,Innovation & entrepreneurship in engineering,3.5 (2),3.5,3,3.5 (10),"['Michaud', 'Weber']","No need to attend the course, it will not help for the project."
MGT-555,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/innovation-entrepreneurship-in-engineering-MGT-555,Innovation & entrepreneurship in engineering,3.5 (2),3.5,3,3.5 (10),"['Michaud', 'Weber']","Take the lead and organize rapidly your group, maybe by making sub-teams on different parts of the project. Make sure everyone is involved. Start rapidly and communicate with your industry advisor and your teachers."
MGT-555,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/innovation-entrepreneurship-in-engineering-MGT-555,Innovation & entrepreneurship in engineering,3.5 (2),3.5,3,3.5 (10),"['Michaud', 'Weber']","Take the lead and organize rapidly your group, maybe by making sub-teams on different parts of the project. Make sure everyone is involved. Start rapidly and communicate with your industry advisor and your teachers."
MGT-581,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/introduction-to-econometrics-MGT-581,Introduction to econometrics,4 (4),4,2.5,2.5 (4),['Uhlbach'],"R is useful :)
*sourced from the web"
MGT-581,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/introduction-to-econometrics-MGT-581,Introduction to econometrics,4 (4),4,2.5,2.5 (4),['Uhlbach'],"Slides are clear and important, make sure you understand what model to choose at what time. Final exam involves quite a lot of definition like ""what is random controlled trial""? Overall nothing too hard."
MGT-581,https://edu.epfl.ch/studyplan/en/master/management-technology-and-entrepreneurship/coursebook/introduction-to-econometrics-MGT-581,Introduction to econometrics,4 (4),4,2.5,2.5 (4),['Uhlbach'],"Slides are clear and important, make sure you understand what model to choose at what time. Final exam involves quite a lot of definition like ""what is random controlled trial""? Overall nothing too hard."
MICRO-210,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/microcontrollers-MICRO-210,Microcontrollers,2 (1),1,3,3 (3),['Schmid'],"read the book. add page sticker. for the code, make it SUPER CLEAN and try to understand what you are doing."
MICRO-210,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/microcontrollers-MICRO-210,Microcontrollers,2 (1),1,3,3 (3),['Schmid'],"read the book. add page sticker. for the code, make it SUPER CLEAN and try to understand what you are doing."
MICRO-310(a),https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/signals-and-systems-i-for-mt-MICRO-310-A,Signals and systems I (for MT),5 (1),4,3,3 (4),['Unser'],"Do all the old exams and you'll get a 5/6 easy. That's what I got for 48h of work prior the exam, I completed 90% of the exam questions. There is no gaussian imo. Exercises look the same every year with different values, so train your brain to recognize patterns in the series and specifically in the structure of old exams. - VCN"
MICRO-310(a),https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/signals-and-systems-i-for-mt-MICRO-310-A,Signals and systems I (for MT),5 (1),4,3,3 (4),['Unser'],"Do all the old exams and you'll get a 5/6 easy. That's what I got for 48h of work prior the exam, I completed 90% of the exam questions. There is no gaussian imo. Exercises look the same every year with different values, so train your brain to recognize patterns in the series and specifically in the structure of old exams. - VCN"
MICRO-310(b),https://edu.epfl.ch/studyplan/en/bachelor/life-sciences-engineering/coursebook/signals-and-systems-i-for-sv-MICRO-310-B,Signals and systems I (for SV),3 (1),4,5,4 (4),['Unser'],Do all the exercises. The final exam allows a 4 page cheat sheet but not for the MCQ part !
MICRO-310(b),https://edu.epfl.ch/studyplan/en/bachelor/life-sciences-engineering/coursebook/signals-and-systems-i-for-sv-MICRO-310-B,Signals and systems I (for SV),3 (1),4,5,4 (4),['Unser'],Do all the exercises. The final exam allows a 4 page cheat sheet but not for the MCQ part !
MICRO-311(a),https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/signals-and-systems-ii-for-mt-MICRO-311-A,Signals and systems II (for MT),3.2 (4),3.5,4.2,4.5 (4),['Vandergheynst'],"Well no :) in 2024 the exam was very loosely inspired by some exercises and surprisingly hard. To get a good grade I would recommend going scrupulously through the class, looking some extra revision material and bracing for it to be difficult. Don't fall for the mock exam neither, it is not a good indicator of how well prepared you are, the real one is 2-3x harder."
MICRO-311(a),https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/signals-and-systems-ii-for-mt-MICRO-311-A,Signals and systems II (for MT),3.2 (4),3.5,4.2,4.5 (4),['Vandergheynst'],For this course you have to understand the theorie well enough to extend it to any signal even for some not seen in exercices. This is what will be asked at the exam.
MICRO-311(a),https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/signals-and-systems-ii-for-mt-MICRO-311-A,Signals and systems II (for MT),3.2 (4),3.5,4.2,4.5 (4),['Vandergheynst'],"This was one of the hardest exams of my life... because I did not study for the exam properly the first time. --- First try, studied for a week, got 2.5/6, gaussian was 1.25 --- Second try, studied for 48 hours, got 4,25/6, gaussian is unknown --- Strategy: Understand that the exam is built with pattern exercises like for signals 1 but with much harder thematics. You usually don't have old exams to compare or train your brain so it makes it way harder to study for than signals 1. --- Usually the structure is the following: Ex1 - Sampling/Échantillonnage, Ex2 - Analysis of discrete functions (table and domain analysis), Ex3 - Analysis of schematic system and functions, Ex4 - WienerHopff and white-noise system ------- Focus on the previous thematics and you will nail it, good luck - VCN"
MICRO-311(a),https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/signals-and-systems-ii-for-mt-MICRO-311-A,Signals and systems II (for MT),3.2 (4),3.5,4.2,4.5 (4),['Vandergheynst'],go try to ask nicely for last year exam to a doctorant. do it over and over until you are fast. (it might not be enough as you must understand everything and learn a shit ton of stupid trick to do well.)
MICRO-311(a),https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/signals-and-systems-ii-for-mt-MICRO-311-A,Signals and systems II (for MT),3.2 (4),3.5,4.2,4.5 (4),['Vandergheynst'],go try to ask nicely for last year exam to a doctorant. do it over and over until you are fast. (it might not be enough as you must understand everything and learn a shit ton of stupid trick to do well.)
MICRO-312,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/physics-of-semiconductors-devices-MICRO-312,Physics of semiconductors devices,5 (1),5,4,3 (4),['Besse'],This course is more about understanding the phenomenons without the heavy math behind. The courses can be quite heavy but the professors answers all questions quite well. The exam is one prepared question (from a list of ~60 questions
MICRO-312,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/physics-of-semiconductors-devices-MICRO-312,Physics of semiconductors devices,5 (1),5,4,3 (4),['Besse'],This course is more about understanding the phenomenons without the heavy math behind. The courses can be quite heavy but the professors answers all questions quite well. The exam is one prepared question (from a list of ~60 questions
MICRO-314,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/actuators-and-electromagnetic-systems-ii-MICRO-314,Actuators and Electromagnetic systems II,5 (1),4,5,4 (7),"['Hodder', 'Köchli', 'Perriard']",Work regularly and try to save as much points as you can with the midterms (end of BA5 Quizz and TP Quizz) because the final exam is hard and they grade without mercy.
MICRO-314,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/actuators-and-electromagnetic-systems-ii-MICRO-314,Actuators and Electromagnetic systems II,5 (1),4,5,4 (7),"['Hodder', 'Köchli', 'Perriard']",Work regularly and try to save as much points as you can with the midterms (end of BA5 Quizz and TP Quizz) because the final exam is hard and they grade without mercy.
MICRO-330,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/sensors-MICRO-330,Sensors,3 (3),3.3,4,4.3 (5),"['Boero', 'Shea']","Begin as soon as possible, week 1 would be a safe choice, consistency is more than needed. Train yourself doing schematics and writing paragraphs explaining each sensors presented in the course."
MICRO-330,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/sensors-MICRO-330,Sensors,3 (3),3.3,4,4.3 (5),"['Boero', 'Shea']",Make a good summary for the exam and start to learn by heart and do the series during the semester
MICRO-330,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/sensors-MICRO-330,Sensors,3 (3),3.3,4,4.3 (5),"['Boero', 'Shea']","Learn by heart, including the schematics of the sensors and equations."
MICRO-330,https://edu.epfl.ch/studyplan/en/master/mechanical-engineering/coursebook/sensors-MICRO-330,Sensors,3 (3),3.3,4,4.3 (5),"['Boero', 'Shea']","Learn by heart, including the schematics of the sensors and equations."
MICRO-331,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/microfabrication-technologies-MICRO-331,Microfabrication technologies,2.3 (3),2,4,4 (4),"['Brugger', 'Gijs']","A lot to learn so don't start too late. The midterm is okay level. The oral during the finals is quite hard with very specific answers required from the professors. Try to learn and remember as much as possible with lots of details. This course is just about knowledge, not skills."
MICRO-331,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/microfabrication-technologies-MICRO-331,Microfabrication technologies,2.3 (3),2,4,4 (4),"['Brugger', 'Gijs']","Learn everything by heart, including the most menial information, because it might be half of your exam. And hope to be lucky when drawing your oral exam topic."
MICRO-331,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/microfabrication-technologies-MICRO-331,Microfabrication technologies,2.3 (3),2,4,4 (4),"['Brugger', 'Gijs']","work in groupe, make live demonstration to each other where you try to explain a given question. for the mid term. just learn by heart the question of the previous year ( but dont take them with you even tho the midterm are openbooks. he went ballistic)"
MICRO-331,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/microfabrication-technologies-MICRO-331,Microfabrication technologies,2.3 (3),2,4,4 (4),"['Brugger', 'Gijs']","work in groupe, make live demonstration to each other where you try to explain a given question. for the mid term. just learn by heart the question of the previous year ( but dont take them with you even tho the midterm are openbooks. he went ballistic)"
MICRO-332,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/microfabrication-practicals-MICRO-332,Microfabrication practicals,4 (2),5,3,3 (2),"['Brugger', 'Gijs', 'Sayah']","It is hard to wake up in the afternoon to attend practical sessions, wanted to sleep more personally. Just try to listen during the practical sessions and prepare your report and you will be fine. Report is super long, but GTP will help you fill in the blanks. Don't lose hope."
MICRO-332,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/microfabrication-practicals-MICRO-332,Microfabrication practicals,4 (2),5,3,3 (2),"['Brugger', 'Gijs', 'Sayah']","Write the report corresponding to the lab session the following week, don't do it at the end."
MICRO-332,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/microfabrication-practicals-MICRO-332,Microfabrication practicals,4 (2),5,3,3 (2),"['Brugger', 'Gijs', 'Sayah']","Write the report corresponding to the lab session the following week, don't do it at the end."
